mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex
5242-35926-0025_3448-5417-0016_1392-135659-0012_5918-46890-0027,5242.0,M,3448.0,M,1392.0,M,5918.0,M
242-126842-0011_1801-138032-0022_2240-148521-0011_7938-110128-0004,242.0,F,1801.0,M,2240.0,M,7938.0,M
2299-6525-0029_3340-170982-0001_6782-61316-0095_5588-68192-0024,2299.0,M,3340.0,M,6782.0,F,5588.0,F
5062-294700-0012_6690-73073-0009_5975-54006-0004_664-129011-0076,5062.0,F,6690.0,M,5975.0,M,664.0,F
5717-61421-0027_1001-134708-0000_3790-140725-0053_1987-144135-0097,5717.0,M,1001.0,M,3790.0,F,1987.0,M
2652-157644-0015_2815-160188-0008_2039-141209-0009_5400-34479-0018,2652.0,F,2815.0,M,2039.0,M,5400.0,F
4899-32639-0036_5746-48361-0024_2628-109663-0005_7991-102381-0102,4899.0,F,5746.0,M,2628.0,M,7991.0,M
7956-245687-0075_2499-156155-0022_2971-4275-0074_1112-128136-0025,7956.0,M,2499.0,M,2971.0,M,1112.0,M
549-126410-0056_1001-134707-0040_3008-164327-0048_459-127522-0008,549.0,F,1001.0,M,3008.0,F,459.0,M
598-127703-0008_2827-170438-0012_240-144999-0044_4945-29092-0021,598.0,F,2827.0,M,240.0,M,4945.0,M
4733-6398-0016_3638-758-0016_3368-170952-0012_472-129979-0000,4733.0,M,3638.0,F,3368.0,M,472.0,F
534-123059-0012_6904-262305-0021_2823-160964-0025_6494-60800-0001,534.0,F,6904.0,F,2823.0,M,6494.0,M
671-131030-0047_711-187466-0020_3869-700-0066_868-131295-0046,671.0,M,711.0,M,3869.0,M,868.0,M
1028-133393-0049_4427-41933-0010_5126-36956-0029_2473-157859-0031,1028.0,M,4427.0,F,5126.0,M,2473.0,M
688-15446-0001_1826-142752-0003_2388-153731-0017_5093-48377-0000,688.0,F,1826.0,M,2388.0,M,5093.0,F
2127-138047-0083_8080-274558-0020_9022-282383-0007_6643-67858-0013,2127.0,M,8080.0,F,9022.0,F,6643.0,F
510-130101-0018_6494-60774-0038_1027-125140-0026_7515-220980-0029,510.0,M,6494.0,M,1027.0,M,7515.0,F
6518-66470-0029_596-127685-0030_8474-281188-0014_4152-12926-0039,6518.0,F,596.0,F,8474.0,M,4152.0,M
6509-76574-0029_2137-155944-0021_3224-167024-0006_1668-136271-0035,6509.0,F,2137.0,M,3224.0,F,1668.0,F
2638-10172-0006_5918-46890-0036_1473-135657-0012_362-123047-0003,2638.0,F,5918.0,M,1473.0,M,362.0,F
4260-176854-0016_8410-278217-0013_3792-176660-0068_8011-291458-0004,4260.0,F,8410.0,F,3792.0,M,8011.0,M
3717-21493-0037_7939-120330-0022_6924-114452-0005_3546-9342-0031,3717.0,M,7939.0,M,6924.0,F,3546.0,F
5189-37999-0005_5684-46243-0041_7460-104483-0002_2204-131732-0036,5189.0,M,5684.0,F,7460.0,M,2204.0,F
7030-64588-0090_6378-61777-0023_1859-145703-0001_4098-11546-0022,7030.0,M,6378.0,F,1859.0,F,4098.0,F
5660-101883-0021_30-4445-0029_6188-73024-0047_6937-262269-0016,5660.0,F,30.0,F,6188.0,F,6937.0,F
7069-246892-0000_1112-128138-0031_3781-156981-0022_3717-178149-0001,7069.0,M,1112.0,M,3781.0,F,3717.0,M
8097-114971-0026_7258-91906-0004_1740-141148-0011_561-126312-0009,8097.0,F,7258.0,M,1740.0,F,561.0,M
6497-234106-0029_2618-138042-0022_512-124549-0010_1752-16632-0055,6497.0,M,2618.0,M,512.0,M,1752.0,F
4427-20028-0020_14-212-0040_176-123269-0028_1779-142733-0032,4427.0,F,14.0,F,176.0,M,1779.0,F
3230-137483-0017_7297-92812-0001_583-139009-0053_2562-133442-0058,3230.0,M,7297.0,F,583.0,M,2562.0,M
6509-67147-0024_2581-155520-0016_497-129325-0019_6643-67851-0019,6509.0,F,2581.0,F,497.0,M,6643.0,F
3258-169291-0058_6014-32856-0016_2769-176256-0017_8066-114256-0003,3258.0,F,6014.0,F,2769.0,M,8066.0,M
6371-63713-0075_606-121661-0038_16-122827-0036_2960-155151-0047,6371.0,F,606.0,M,16.0,F,2960.0,M
272-130225-0016_8635-295756-0017_6014-32886-0015_663-128991-0051,272.0,M,8635.0,M,6014.0,F,663.0,M
3230-137483-0073_1535-141642-0002_7981-112057-0033_548-126961-0034,3230.0,M,1535.0,M,7981.0,M,548.0,M
549-126410-0019_593-126932-0026_7258-91905-0019_589-139200-0034,549.0,F,593.0,M,7258.0,M,589.0,F
1535-141644-0053_2285-124595-0004_3989-182402-0043_4681-13056-0069,1535.0,M,2285.0,M,3989.0,M,4681.0,M
6673-72311-0029_7398-98876-0016_3972-170212-0040_8347-258283-0026,6673.0,F,7398.0,F,3972.0,F,8347.0,M
2194-141248-0001_8396-120277-0008_7909-106370-0010_3009-10328-0023,2194.0,F,8396.0,M,7909.0,M,3009.0,M
2204-131732-0115_296-129659-0043_4899-32658-0024_2045-158081-0040,2204.0,F,296.0,M,4899.0,F,2045.0,M
5448-19208-0074_4854-24731-0002_1012-133424-0064_5918-46890-0118,5448.0,M,4854.0,M,1012.0,F,5918.0,M
3482-170453-0019_3032-19361-0037_1446-122614-0099_3114-170977-0010,3482.0,F,3032.0,M,1446.0,M,3114.0,M
3070-166420-0019_593-126929-0031_1296-138074-0065_6060-58090-0003,3070.0,M,593.0,M,1296.0,F,6060.0,M
708-129393-0078_2473-155521-0014_3654-171138-0024_7720-105167-0015,708.0,M,2473.0,M,3654.0,M,7720.0,M
1547-130184-0014_2060-147963-0012_4111-184448-0001_8075-279233-0006,1547.0,F,2060.0,F,4111.0,F,8075.0,F
2404-141242-0012_2061-147110-0018_7276-92427-0028_707-161166-0048,2404.0,M,2061.0,F,7276.0,F,707.0,M
3733-140718-0110_6553-82558-0000_868-131295-0037_7085-75807-0019,3733.0,F,6553.0,M,868.0,M,7085.0,M
408-122806-0091_4590-18006-0010_7313-91072-0066_3851-9210-0013,408.0,F,4590.0,M,7313.0,M,3851.0,F
4152-12926-0022_815-130105-0050_835-130876-0066_6544-231862-0023,4152.0,M,815.0,M,835.0,M,6544.0,F
5266-41151-0016_5002-70998-0001_4957-30119-0037_6538-81859-0003,5266.0,F,5002.0,M,4957.0,F,6538.0,M
7783-107486-0035_5588-68192-0011_5570-73846-0007_7478-98645-0008,7783.0,F,5588.0,F,5570.0,F,7478.0,M
3070-166420-0010_6075-57154-0054_5519-39478-0019_7720-105167-0016,3070.0,M,6075.0,M,5519.0,M,7720.0,M
5266-41151-0020_6120-14976-0014_1943-138033-0008_7445-94526-0023,5266.0,F,6120.0,F,1943.0,M,7445.0,F
3072-155949-0013_3546-9342-0026_7540-101262-0030_8228-232690-0055,3072.0,M,3546.0,F,7540.0,M,8228.0,F
2741-159386-0026_90-121085-0066_1851-151817-0000_5909-107621-0026,2741.0,F,90.0,M,1851.0,F,5909.0,M
3289-171108-0036_716-129583-0033_7241-90852-0063_2319-138656-0017,3289.0,M,716.0,M,7241.0,M,2319.0,M
731-366-0060_7594-81881-0012_7030-64588-0042_968-122545-0025,731.0,F,7594.0,F,7030.0,M,968.0,F
1112-128138-0023_5093-48377-0005_8459-292347-0002_1811-129443-0057,1112.0,M,5093.0,F,8459.0,M,1811.0,M
55-121068-0020_5935-43322-0028_9023-296467-0006_5126-27504-0008,55.0,M,5935.0,M,9023.0,F,5126.0,M
7967-117095-0043_3389-13247-0024_2285-163381-0021_6510-62516-0002,7967.0,F,3389.0,M,2285.0,M,6510.0,M
925-8140-0023_6865-95959-0033_2751-142362-0030_166-122789-0032,925.0,F,6865.0,F,2751.0,F,166.0,F
8605-276939-0037_7258-91906-0029_6308-68358-0028_4363-14936-0081,8605.0,F,7258.0,M,6308.0,F,4363.0,F
4257-6397-0013_3347-134425-0012_1649-150127-0000_30-4445-0055,4257.0,M,3347.0,F,1649.0,F,30.0,F
6060-58090-0021_3717-21498-0032_4856-12103-0046_6294-86679-0068,6060.0,M,3717.0,M,4856.0,M,6294.0,M
2494-156015-0038_2709-158074-0003_5622-41172-0007_1607-134636-0024,2494.0,M,2709.0,F,5622.0,F,1607.0,M
3654-171139-0021_192-123167-0009_7933-113272-0013_475-124994-0017,3654.0,M,192.0,F,7933.0,F,475.0,M
3379-132592-0053_17-362-0042_968-122544-0056_6099-67860-0030,3379.0,F,17.0,M,968.0,F,6099.0,F
829-123191-0042_7139-75362-0010_56-1731-0015_7932-110056-0002,829.0,F,7139.0,M,56.0,F,7932.0,F
6120-14976-0000_7188-107627-0024_7705-101578-0032_3389-130127-0024,6120.0,F,7188.0,M,7705.0,M,3389.0,M
593-126932-0007_1649-5776-0004_7128-84122-0008_3889-9915-0024,593.0,M,1649.0,F,7128.0,M,3889.0,F
666-11243-0034_2812-160187-0031_8459-285173-0049_479-134717-0015,666.0,F,2812.0,M,8459.0,M,479.0,F
1195-130164-0043_1827-143625-0051_707-138866-0054_7229-80656-0045,1195.0,F,1827.0,M,707.0,M,7229.0,F
8080-3961-0069_5618-48831-0012_2294-169656-0013_7437-99249-0005,8080.0,F,5618.0,F,2294.0,M,7437.0,M
166-122789-0025_8713-302111-0005_38-121024-0073_1482-140072-0037,166.0,F,8713.0,M,38.0,M,1482.0,M
1349-135892-0022_2577-157236-0060_3994-149798-0024_7117-86732-0004,1349.0,M,2577.0,F,3994.0,F,7117.0,F
5727-47030-0042_5538-70919-0025_231-119253-0017_1851-148312-0037,5727.0,M,5538.0,F,231.0,M,1851.0,F
3082-165428-0034_764-132280-0043_1241-121106-0024_6359-64713-0021,3082.0,M,764.0,M,1241.0,F,6359.0,F
4490-16003-0021_2827-170440-0021_5918-46890-0018_6406-89940-0041,4490.0,F,2827.0,M,5918.0,M,6406.0,F
2404-141240-0041_4260-176854-0043_3979-10702-0023_175-129587-0029,2404.0,M,4260.0,F,3979.0,F,175.0,F
8619-291379-0003_7140-72212-0001_2388-153728-0008_3630-24758-0003,8619.0,M,7140.0,F,2388.0,M,3630.0,F
274-121392-0025_1401-174511-0003_7720-105167-0038_4719-25765-0040,274.0,F,1401.0,F,7720.0,M,4719.0,M
2162-181961-0022_954-130627-0021_1027-125140-0031_3221-138045-0006,2162.0,M,954.0,M,1027.0,M,3221.0,M
339-132717-0049_408-122806-0043_1473-135657-0037_593-126932-0033,339.0,F,408.0,F,1473.0,M,593.0,M
1031-133220-0004_1456-130553-0014_7000-83706-0000_3347-134420-0002,1031.0,F,1456.0,M,7000.0,M,3347.0,F
8498-287358-0025_6371-63713-0079_711-187466-0005_1425-139290-0038,8498.0,M,6371.0,F,711.0,M,1425.0,F
2299-6524-0028_4806-26894-0050_7145-87280-0036_4800-38660-0014,2299.0,M,4806.0,M,7145.0,F,4800.0,F
17-363-0002_7732-107517-0045_7802-104391-0009_6499-87508-0036,17.0,M,7732.0,M,7802.0,F,6499.0,M
8190-284435-0032_7665-104979-0054_2039-141209-0067_6426-64292-0018,8190.0,F,7665.0,M,2039.0,M,6426.0,F
8266-258263-0008_8479-276730-0058_6075-57154-0012_6924-114452-0002,8266.0,M,8479.0,M,6075.0,M,6924.0,F
500-125123-0022_4331-88349-0027_23-124439-0035_6981-70843-0050,500.0,M,4331.0,F,23.0,F,6981.0,M
1093-132891-0085_6098-57836-0049_510-130103-0035_3584-178748-0002,1093.0,F,6098.0,M,510.0,M,3584.0,F
8142-110520-0030_8388-278289-0008_1603-140931-0025_166-122789-0026,8142.0,M,8388.0,F,1603.0,M,166.0,F
2823-160949-0010_7665-104979-0055_6518-66465-0028_2039-141209-0042,2823.0,M,7665.0,M,6518.0,F,2039.0,M
8772-270777-0027_4257-6397-0030_7688-105390-0038_5189-59288-0029,8772.0,M,4257.0,M,7688.0,M,5189.0,M
576-129623-0128_7881-110131-0017_5093-29101-0014_2230-132101-0027,576.0,F,7881.0,M,5093.0,F,2230.0,F
3221-9174-0013_28-12332-0019_4434-73958-0011_9026-282386-0007,3221.0,M,28.0,F,4434.0,F,9026.0,F
4973-24516-0010_1874-143361-0039_6499-57667-0022_2775-161226-0021,4973.0,M,1874.0,M,6499.0,M,2775.0,F
8643-298549-0033_6828-64738-0016_8404-282926-0021_1165-135220-0027,8643.0,M,6828.0,F,8404.0,F,1165.0,M
707-161166-0011_7085-75807-0034_4837-302000-0040_7981-112061-0019,707.0,M,7085.0,M,4837.0,F,7981.0,M
1425-139291-0002_707-138866-0057_5448-19208-0025_1313-135020-0021,1425.0,F,707.0,M,5448.0,M,1313.0,M
1914-121446-0038_2999-156968-0057_707-138866-0009_8410-278217-0066,1914.0,M,2999.0,M,707.0,M,8410.0,F
770-131704-0006_337-123033-0008_1914-133440-0032_3521-12715-0010,770.0,M,337.0,F,1914.0,M,3521.0,M
8592-285135-0034_6643-67858-0025_4490-16020-0012_101-126860-0028,8592.0,M,6643.0,F,4490.0,F,101.0,M
5876-8675-0060_6544-231862-0021_8401-280380-0009_8075-279239-0034,5876.0,F,6544.0,F,8401.0,M,8075.0,F
1639-132848-0019_3615-14677-0038_3835-178030-0001_8474-281188-0017,1639.0,M,3615.0,F,3835.0,M,8474.0,M
5723-43296-0008_5054-18527-0005_7117-86710-0003_2254-152825-0001,5723.0,F,5054.0,F,7117.0,F,2254.0,F
1987-144135-0060_64-73712-0018_8772-295710-0037_5802-76043-0041,1987.0,M,64.0,F,8772.0,M,5802.0,M
6637-71405-0001_3686-171133-0069_5489-10988-0024_949-134657-0025,6637.0,F,3686.0,M,5489.0,F,949.0,M
5672-88363-0034_1849-138063-0009_176-123269-0033_274-121392-0035,5672.0,M,1849.0,M,176.0,M,274.0,F
2060-150843-0040_2741-159386-0020_7754-108640-0009_8401-280380-0028,2060.0,F,2741.0,F,7754.0,F,8401.0,M
369-125883-0062_4945-29092-0025_6643-67851-0005_3083-7943-0031,369.0,M,4945.0,M,6643.0,F,3083.0,F
3994-156757-0005_126-125084-0004_1311-134170-0042_115-122944-0022,3994.0,F,126.0,F,1311.0,M,115.0,F
1629-139710-0067_7553-101289-0068_4586-61758-0019_3866-173230-0005,1629.0,F,7553.0,M,4586.0,M,3866.0,M
2256-137597-0037_1678-142279-0100_1195-135814-0013_6788-96241-0019,2256.0,F,1678.0,F,1195.0,F,6788.0,F
4246-12544-0041_6080-58025-0004_1777-142750-0054_30-4447-0009,4246.0,M,6080.0,M,1777.0,M,30.0,F
7339-86804-0017_1054-143005-0007_30-4445-0041_1463-134465-0032,7339.0,M,1054.0,F,30.0,F,1463.0,F
2364-131735-0046_4331-57179-0004_3977-185457-0027_6620-283138-0003,2364.0,F,4331.0,F,3977.0,M,6620.0,F
8050-110238-0092_580-126945-0027_5810-8674-0045_359-128761-0009,8050.0,M,580.0,M,5810.0,M,359.0,M
7286-92935-0049_207-131203-0005_1050-134121-0031_114-129317-0037,7286.0,F,207.0,M,1050.0,F,114.0,F
1974-139741-0029_6924-291608-0010_899-126232-0034_4289-21393-0044,1974.0,F,6924.0,F,899.0,M,4289.0,F
583-139009-0085_834-130870-0032_6406-89940-0006_4148-134149-0012,583.0,M,834.0,F,6406.0,F,4148.0,M
8396-120280-0008_1874-165702-0002_3638-696-0003_3654-171137-0002,8396.0,M,1874.0,M,3638.0,F,3654.0,M
7717-104491-0001_7569-102240-0004_2853-164187-0057_8592-285135-0051,7717.0,F,7569.0,M,2853.0,F,8592.0,M
593-126929-0016_6981-70843-0010_830-130728-0007_157-126796-0038,593.0,M,6981.0,M,830.0,F,157.0,M
7085-75810-0002_2093-143264-0014_7498-99122-0021_8410-278217-0056,7085.0,M,2093.0,M,7498.0,F,8410.0,F
1639-132848-0009_7478-98644-0009_3274-167022-0000_5189-56574-0022,1639.0,M,7478.0,M,3274.0,M,5189.0,M
1705-142318-0100_5802-76043-0040_409-124990-0075_231-119253-0024,1705.0,F,5802.0,M,409.0,M,231.0,M
8605-292138-0009_472-130755-0021_6167-73972-0035_1259-27120-0002,8605.0,F,472.0,F,6167.0,F,1259.0,F
7245-104890-0011_2397-162239-0023_7752-113336-0020_979-128669-0006,7245.0,F,2397.0,M,7752.0,F,979.0,F
8329-279775-0089_3521-12715-0039_4152-5710-0037_3923-153309-0000,8329.0,F,3521.0,M,4152.0,M,3923.0,M
5092-28462-0012_3546-175390-0001_1160-139336-0017_8080-3961-0009,5092.0,M,3546.0,F,1160.0,M,8080.0,F
534-127538-0014_4734-220951-0018_639-124526-0001_6206-14958-0029,534.0,F,4734.0,M,639.0,M,6206.0,F
7783-107486-0015_8163-116797-0008_589-139200-0030_4806-26894-0016,7783.0,F,8163.0,F,589.0,F,4806.0,M
3083-7943-0040_6518-66470-0028_3864-185125-0008_7276-90847-0030,3083.0,F,6518.0,F,3864.0,M,7276.0,F
3389-13247-0026_3114-170977-0041_2149-8912-0009_5622-41172-0017,3389.0,M,3114.0,M,2149.0,M,5622.0,F
699-132864-0035_7240-92200-0024_8266-279363-0026_6696-73296-0031,699.0,F,7240.0,F,8266.0,M,6696.0,F
210-129396-0006_7145-87280-0046_192-128344-0005_1731-142320-0069,210.0,M,7145.0,F,192.0,F,1731.0,F
6918-47541-0035_6426-64292-0032_3864-185125-0046_7837-109174-0028,6918.0,F,6426.0,F,3864.0,M,7837.0,M
4806-26894-0029_8266-279363-0008_6553-86683-0074_2882-147159-0018,4806.0,M,8266.0,M,6553.0,M,2882.0,F
7783-107486-0041_4837-302000-0012_3008-164327-0027_8050-110238-0042,7783.0,F,4837.0,F,3008.0,F,8050.0,M
2999-156968-0015_6993-83607-0005_968-122545-0005_4854-24732-0031,2999.0,M,6993.0,M,968.0,F,4854.0,M
4434-73957-0044_8758-291168-0010_3171-68344-0028_6006-57831-0019,4434.0,F,8758.0,M,3171.0,M,6006.0,F
803-139752-0031_9022-282383-0018_5883-59268-0046_497-125118-0015,803.0,M,9022.0,F,5883.0,M,497.0,M
882-123267-0005_2758-86040-0013_3738-176682-0025_4848-28247-0036,882.0,F,2758.0,F,3738.0,F,4848.0,M
1264-129805-0055_3781-156973-0018_6686-216563-0006_7995-276908-0029,1264.0,M,3781.0,F,6686.0,M,7995.0,F
5157-47239-0036_7939-120330-0012_55-121068-0022_7926-254948-0030,5157.0,M,7939.0,M,55.0,M,7926.0,M
7789-258266-0007_5637-41170-0004_6406-88089-0038_6300-39661-0022,7789.0,F,5637.0,M,6406.0,F,6300.0,F
5157-47237-0009_8190-284433-0014_850-131004-0031_7188-104637-0015,5157.0,M,8190.0,F,850.0,M,7188.0,M
1348-135826-0031_5157-47239-0047_2882-147159-0004_3521-175962-0017,1348.0,F,5157.0,M,2882.0,F,3521.0,M
3630-11612-0007_2592-166433-0018_3972-5791-0019_5239-31629-0035,3630.0,F,2592.0,F,3972.0,F,5239.0,M
8776-270778-0008_5684-46243-0031_8498-287358-0028_4854-24732-0000,8776.0,F,5684.0,F,8498.0,M,4854.0,M
3009-10327-0074_1387-130993-0003_337-123025-0036_7229-80665-0029,3009.0,M,1387.0,M,337.0,F,7229.0,F
7145-87280-0061_7874-110243-0061_6080-58025-0000_4098-11546-0036,7145.0,F,7874.0,M,6080.0,M,4098.0,F
5206-19376-0094_7445-94526-0031_6981-70843-0107_4592-22179-0023,5206.0,M,7445.0,F,6981.0,M,4592.0,F
5333-5083-0015_688-46588-0032_4770-25951-0083_3551-7894-0041,5333.0,M,688.0,F,4770.0,F,3551.0,F
3289-171108-0011_2652-157644-0007_5115-26951-0029_4733-6398-0060,3289.0,M,2652.0,F,5115.0,F,4733.0,M
688-1070-0015_1472-285314-0006_3584-74477-0027_8011-291458-0023,688.0,F,1472.0,F,3584.0,F,8011.0,M
6330-62851-0000_8677-246948-0032_7789-258266-0008_1472-285314-0017,6330.0,M,8677.0,F,7789.0,F,1472.0,F
3105-166683-0002_8097-114971-0020_8758-291168-0021_6673-72311-0030,3105.0,M,8097.0,F,8758.0,M,6673.0,F
8163-274549-0074_3361-1133-0040_1290-135762-0064_4495-18533-0005,8163.0,F,3361.0,F,1290.0,F,4495.0,M
1348-135832-0009_6518-66465-0007_492-131882-0042_7553-101278-0006,1348.0,F,6518.0,F,492.0,M,7553.0,M
7515-220979-0010_249-121331-0084_6014-32886-0004_699-132882-0011,7515.0,F,249.0,M,6014.0,F,699.0,F
7051-259009-0049_6037-59239-0016_5519-39481-0038_192-128345-0008,7051.0,M,6037.0,M,5519.0,M,192.0,F
7126-59175-0018_543-133212-0002_2577-157236-0100_7478-98645-0011,7126.0,M,543.0,M,2577.0,F,7478.0,M
1556-143307-0069_1639-133290-0062_4226-12707-0035_3025-12971-0035,1556.0,M,1639.0,M,4226.0,M,3025.0,F
1678-142279-0023_882-123267-0022_2093-143262-0011_6538-81843-0002,1678.0,F,882.0,F,2093.0,M,6538.0,M
7766-275147-0022_8699-291107-0034_3221-9174-0028_1392-128240-0003,7766.0,F,8699.0,F,3221.0,M,1392.0,M
699-132882-0029_6139-58869-0054_829-123192-0010_1417-1532-0022,699.0,F,6139.0,F,829.0,F,1417.0,F
4434-73957-0026_2638-10172-0105_4278-187018-0011_6426-64290-0015,4434.0,F,2638.0,F,4278.0,M,6426.0,F
5290-39475-0004_3989-182402-0004_1401-174511-0005_4848-29108-0023,5290.0,F,3989.0,M,1401.0,F,4848.0,M
4278-187018-0010_6494-60800-0037_4433-16802-0032_14-208-0056,4278.0,M,6494.0,M,4433.0,M,14.0,F
5002-70998-0007_5731-50776-0019_6160-44912-0059_4837-285896-0020,5002.0,M,5731.0,F,6160.0,F,4837.0,F
5914-52087-0044_707-138866-0055_6494-60800-0016_8677-246948-0019,5914.0,M,707.0,M,6494.0,M,8677.0,F
663-128991-0012_7520-258986-0050_6104-58843-0021_8176-115046-0000,663.0,M,7520.0,M,6104.0,F,8176.0,M
3340-169293-0021_1849-144965-0010_5717-100145-0017_4592-26872-0025,3340.0,M,1849.0,M,5717.0,M,4592.0,F
1845-145088-0028_1827-143625-0023_434-132645-0013_3330-170956-0051,1845.0,F,1827.0,M,434.0,F,3330.0,F
1296-138074-0007_2589-22581-0006_1752-16632-0040_6937-112761-0023,1296.0,F,2589.0,M,1752.0,F,6937.0,F
4246-12544-0010_4152-5710-0040_2238-121415-0060_8050-110238-0055,4246.0,M,4152.0,M,2238.0,M,8050.0,M
4108-2772-0003_5712-48842-0030_3379-132592-0038_7553-101278-0020,4108.0,M,5712.0,F,3379.0,F,7553.0,M
4222-12898-0007_4278-13270-0021_2427-154673-0008_7957-39967-0092,4222.0,F,4278.0,M,2427.0,M,7957.0,M
2688-144986-0018_3357-28380-0008_1018-133447-0051_3513-163607-0025,2688.0,M,3357.0,F,1018.0,M,3513.0,F
6567-53342-0013_1259-72927-0025_7495-102612-0005_6763-74797-0017,6567.0,F,1259.0,F,7495.0,F,6763.0,F
5133-80690-0015_90-121085-0014_699-132866-0010_8643-298549-0000,5133.0,F,90.0,M,699.0,F,8643.0,M
1777-142745-0015_8459-285173-0014_5618-48830-0017_2294-169656-0018,1777.0,M,8459.0,M,5618.0,F,2294.0,M
3513-163606-0013_451-126829-0039_8591-284444-0035_3717-21498-0004,3513.0,F,451.0,F,8591.0,F,3717.0,M
6458-61323-0010_3180-138043-0087_8825-292253-0048_8527-281132-0025,6458.0,M,3180.0,M,8825.0,F,8527.0,M
8677-296078-0013_4967-3586-0029_1348-135832-0024_3009-10327-0022,8677.0,F,4967.0,F,1348.0,F,3009.0,M
7245-104890-0062_5622-41172-0012_4846-18524-0059_1182-134316-0036,7245.0,F,5622.0,F,4846.0,F,1182.0,M
8758-296465-0028_666-11243-0051_8699-291107-0089_380-129064-0051,8758.0,M,666.0,F,8699.0,F,380.0,F
3989-182402-0021_2256-137627-0033_8113-301694-0031_56-1731-0005,3989.0,M,2256.0,F,8113.0,F,56.0,F
7657-104717-0022_5389-4861-0056_6673-72311-0072_1800-142858-0050,7657.0,F,5389.0,M,6673.0,F,1800.0,F
8119-115686-0060_4590-18006-0005_100-121669-0021_2256-137628-0028,8119.0,M,4590.0,M,100.0,F,2256.0,F
4152-5710-0053_1290-135762-0008_5093-26496-0024_2149-8912-0043,4152.0,M,1290.0,F,5093.0,F,2149.0,M
4427-20023-0009_1322-137589-0013_2709-158074-0006_7240-92200-0013,4427.0,F,1322.0,M,2709.0,F,7240.0,F
1944-159228-0038_154-124002-0002_3307-145138-0060_5246-30101-0052,1944.0,F,154.0,M,3307.0,M,5246.0,M
664-129011-0059_5186-7793-0016_2240-148529-0035_6233-36633-0017,664.0,F,5186.0,M,2240.0,M,6233.0,F
56-1730-0009_7437-96153-0010_472-130755-0009_8225-274374-0002,56.0,F,7437.0,M,472.0,F,8225.0,M
1052-139308-0005_7247-77778-0006_1487-133273-0045_81-121543-0095,1052.0,F,7247.0,M,1487.0,M,81.0,M
6038-56778-0006_3483-119637-0024_5622-44586-0007_7657-104717-0015,6038.0,F,3483.0,M,5622.0,F,7657.0,F
480-126336-0004_1413-121799-0063_2785-154284-0041_2827-170440-0025,480.0,M,1413.0,M,2785.0,F,2827.0,M
2673-162129-0014_4854-24731-0050_1705-142318-0038_5583-41259-0038,2673.0,M,4854.0,M,1705.0,F,5583.0,F
6032-58192-0036_4967-3586-0018_303-123507-0024_6157-40556-0029,6032.0,F,4967.0,F,303.0,M,6157.0,M
666-11243-0024_323-126408-0042_1913-147989-0008_217-122443-0020,666.0,F,323.0,F,1913.0,M,217.0,F
6080-58025-0033_6553-86683-0033_829-123192-0047_3638-758-0010,6080.0,M,6553.0,M,829.0,F,3638.0,F
781-127518-0027_6701-71402-0033_7481-101276-0065_3483-119637-0046,781.0,M,6701.0,M,7481.0,F,3483.0,M
1271-133279-0021_1212-75242-0016_698-122863-0030_1425-139297-0032,1271.0,M,1212.0,F,698.0,F,1425.0,F
7384-84010-0000_2194-141248-0030_986-129388-0047_114-129317-0021,7384.0,F,2194.0,F,986.0,M,114.0,F
5740-97593-0007_7705-101579-0005_589-139200-0003_7398-98878-0021,5740.0,F,7705.0,M,589.0,F,7398.0,F
8575-290349-0030_1265-135636-0008_6341-64956-0032_2319-138631-0001,8575.0,M,1265.0,M,6341.0,F,2319.0,M
8050-110238-0075_7335-290365-0095_6014-32856-0001_5723-43296-0037,8050.0,M,7335.0,F,6014.0,F,5723.0,F
2388-153733-0003_2589-177234-0025_2882-147159-0044_576-129623-0003,2388.0,M,2589.0,M,2882.0,F,576.0,F
6286-75355-0044_5767-48579-0053_101-126859-0034_4111-184448-0030,6286.0,F,5767.0,M,101.0,M,4111.0,F
7276-90847-0040_1472-139797-0025_3889-9915-0030_3046-148993-0036,7276.0,F,1472.0,F,3889.0,F,3046.0,F
6426-64292-0004_8776-270778-0090_439-123866-0015_4719-25765-0039,6426.0,F,8776.0,F,439.0,M,4719.0,M
5985-300225-0002_4846-18524-0040_7833-102239-0034_2285-163380-0021,5985.0,M,4846.0,F,7833.0,M,2285.0,M
1259-72927-0017_4111-184448-0008_208-126851-0012_9022-282383-0040,1259.0,F,4111.0,F,208.0,F,9022.0,F
4744-31668-0027_14-212-0035_6550-53320-0028_7520-258954-0022,4744.0,F,14.0,F,6550.0,M,7520.0,M
7134-67200-0031_5975-54006-0048_6359-64713-0026_6788-92420-0018,7134.0,M,5975.0,M,6359.0,F,6788.0,F
3370-756-0009_1607-134636-0037_6895-96175-0001_3546-9342-0005,3370.0,M,1607.0,M,6895.0,F,3546.0,F
606-130296-0006_1752-16632-0084_7285-72200-0011_7555-101283-0063,606.0,M,1752.0,F,7285.0,F,7555.0,F
1460-138290-0032_2319-138631-0002_711-187464-0055_3738-164927-0035,1460.0,F,2319.0,M,711.0,M,3738.0,F
6877-77361-0065_1025-92820-0004_7991-102381-0015_1456-136846-0012,6877.0,M,1025.0,M,7991.0,M,1456.0,M
